Task_Record_ID,Task_Length_MI,Task_Priority,Task_Dependency_Level,Task_Arrival_Time,CPU_Utilization,Memory_Usage,Queue_Length,Node_Trust_Score,Node_Processing_Speed_MIPS,System_Load_Level,Execution_Environment,Assigned_Node
TASK_1817,5995,3,1,2789.4,26.7,60.46,3,0.91,5570,Low,Edge,4
TASK_1818,6784,1,1,1521.54,31.37,56.83,14,0.668,7706,Medium,Cloud,2
TASK_1819,7785,1,0,432.29,24.75,63.85,18,0.548,12655,Medium,Edge,1
TASK_1820,1800,4,1,7.14,91.42,26.56,18,0.892,1434,Medium,Edge,1
TASK_1821,7369,4,1,2247.92,82.64,63.49,9,0.727,16139,Medium,Cloud,5
TASK_1822,9935,1,0,4184.32,29.59,28.7,4,0.746,10449,High,Edge,5
TASK_1823,3597,5,0,2861.58,37.84,71.29,18,0.593,10122,High,Cloud,3
TASK_1824,5116,1,2,4996.04,27.84,40.43,10,0.83,14603,Medium,Edge,4
TASK_1825,509,2,2,1434.23,51.81,68.24,6,0.776,11991,Medium,Cloud,5
TASK_1826,6252,3,0,1402.28,11.67,18.59,4,0.603,14859,Low,Cloud,5
TASK_1827,6795,5,3,798.75,67.07,45.59,19,0.67,16571,Medium,Edge,1
TASK_1828,5315,2,1,820.32,54.47,67.88,11,0.798,7461,Low,Edge,4
TASK_1829,1572,5,2,1425.93,86.38,32.02,18,0.962,6996,High,Edge,3
TASK_1830,3725,2,1,3964.2,23.97,74.65,14,0.96,5852,Medium,Edge,5
TASK_1831,1816,3,4,4528.78,78.35,62.31,11,0.644,3512,Low,Edge,5
TASK_1832,6199,3,0,4875.44,77.32,59.07,3,0.868,16446,Medium,Cloud,5
TASK_1833,7307,4,3,1161.45,20.81,41.52,11,0.888,2263,Medium,Edge,1
TASK_1834,7174,2,4,4406.49,43.88,51.18,17,0.904,3747,Medium,Edge,5
TASK_1835,4183,4,4,1641.28,24.46,59.8,16,0.785,16416,Low,Cloud,5
TASK_1836,7727,2,4,564.2,31.65,50.43,18,0.505,8280,High,Edge,1
TASK_1837,3773,4,0,4350.12,32.38,67.37,15,0.881,11974,Low,Hybrid,5
TASK_1838,7500,3,2,3180.53,57.28,47.53,10,0.553,18477,Low,Cloud,4
TASK_1839,645,5,0,823.65,44.97,30.17,1,0.558,11978,Low,Hybrid,4
TASK_1840,5510,4,2,2149.16,90.56,31.05,15,0.803,12007,Medium,Cloud,1
TASK_1841,3540,2,4,1436.29,20.74,15.44,0,0.992,4763,Low,Cloud,4
TASK_1842,982,2,4,3683.97,92.76,37.57,16,0.621,13227,Low,Cloud,3
TASK_1843,3679,3,3,2267.08,29.6,71.17,17,0.823,14031,Medium,Edge,5
TASK_1844,1749,2,2,4946.4,75.69,74.56,12,0.652,11515,Medium,Cloud,3
TASK_1845,1130,1,4,273.72,38.81,30.19,4,0.949,1232,Low,Hybrid,4
TASK_1846,9353,5,1,1775.08,22.16,86.93,5,0.797,19485,Medium,Hybrid,1
TASK_1847,3352,4,3,2409.5,82.92,52.68,0,0.604,13544,Medium,Edge,1
TASK_1848,1487,5,0,2515.67,36.25,83.77,9,0.631,3028,Low,Edge,3
TASK_1849,8122,3,3,1579.68,66.0,68.01,4,0.716,19313,Medium,Hybrid,4
TASK_1850,7827,4,1,3646.2,58.15,69.18,0,0.561,17022,Low,Hybrid,5
TASK_1851,9341,4,2,4373.74,50.1,21.38,10,0.539,10650,Low,Edge,4
TASK_1852,9660,1,0,4693.6,52.14,31.5,6,0.84,19361,Medium,Edge,4
TASK_1853,1600,3,0,4025.47,72.24,15.66,17,0.704,3413,Low,Edge,1
TASK_1854,7152,2,2,4252.9,17.46,68.71,19,0.863,9026,Low,Edge,2
TASK_1855,9132,1,3,2752.73,66.8,40.83,9,0.555,6418,Medium,Cloud,5
TASK_1856,7921,1,4,4129.44,86.14,74.0,14,0.805,10952,High,Edge,5
TASK_1857,5516,5,3,1517.52,14.91,40.42,3,0.722,4597,High,Cloud,1
TASK_1858,1269,5,1,1992.39,21.96,76.45,15,0.529,18762,High,Cloud,4
TASK_1859,1843,5,4,1584.57,70.91,24.8,14,0.772,1620,High,Edge,1
TASK_1860,4858,1,3,2336.94,47.17,28.0,14,0.541,1929,High,Hybrid,4
TASK_1861,7280,2,2,1427.9,44.3,40.57,11,0.914,16455,High,Hybrid,2
TASK_1862,7102,4,1,4808.06,21.64,45.64,7,0.816,15905,Medium,Edge,2
TASK_1863,2849,5,1,1564.22,53.08,41.15,7,0.778,1974,Medium,Edge,3
TASK_1864,6199,2,1,490.22,20.76,72.27,17,0.567,13679,Low,Cloud,4
TASK_1865,1741,3,4,2634.09,50.51,22.27,5,0.644,19073,Medium,Edge,1
TASK_1866,1625,5,0,285.5,74.91,41.34,4,0.746,5671,High,Cloud,1
TASK_1867,9882,4,4,552.72,31.95,77.79,1,0.817,14599,Medium,Cloud,1
TASK_1868,7264,3,3,1096.95,50.87,20.01,11,0.592,13810,High,Edge,3
TASK_1869,5601,3,0,2321.75,94.32,85.68,3,0.504,9917,Medium,Cloud,5
TASK_1870,8343,4,3,2166.25,68.37,88.97,12,0.672,9353,Medium,Cloud,1
TASK_1871,572,5,0,3998.46,81.52,21.64,16,0.741,8784,Medium,Hybrid,2
TASK_1872,5972,1,4,3697.37,45.26,36.85,15,0.592,15225,Medium,Cloud,1
TASK_1873,5689,4,1,2131.59,75.27,42.93,8,0.746,1658,Medium,Cloud,1
TASK_1874,2972,4,2,1668.52,13.44,73.23,0,0.669,3897,High,Cloud,1
TASK_1875,1207,4,1,1582.34,20.45,59.69,14,0.728,13291,High,Cloud,5
TASK_1876,2304,3,4,3869.98,27.26,63.33,11,0.674,19926,High,Cloud,1
TASK_1877,7204,2,0,260.36,44.17,71.81,4,0.814,14572,Low,Edge,5
TASK_1878,4213,1,1,64.11,81.89,23.85,17,0.521,4205,High,Cloud,5
TASK_1879,5551,5,4,3977.72,39.43,77.49,19,0.585,5044,Medium,Hybrid,3
TASK_1880,2975,5,3,2385.73,65.64,67.92,1,0.716,4433,Medium,Cloud,2
TASK_1881,4110,2,2,654.41,70.29,58.3,3,0.678,7711,High,Edge,1
TASK_1882,4755,4,1,1177.83,59.83,81.73,14,0.696,8384,Medium,Edge,1
TASK_1883,7897,1,0,4662.52,40.37,67.52,5,0.902,18261,Low,Edge,1
TASK_1884,2235,5,3,4297.51,59.05,30.13,11,0.943,18475,Medium,Edge,5
TASK_1885,8758,5,4,3548.93,39.09,47.23,17,0.624,4059,High,Hybrid,4
TASK_1886,8479,4,2,2411.13,17.13,52.05,19,0.918,16915,Medium,Cloud,2
TASK_1887,2928,2,0,2601.62,94.39,19.14,3,0.729,8513,Medium,Edge,1
TASK_1888,7926,1,4,4876.22,20.81,86.6,0,0.637,14865,Medium,Hybrid,4
TASK_1889,9033,2,4,4828.85,16.15,24.64,14,0.993,2674,High,Cloud,4
TASK_1890,5749,2,1,1076.35,84.68,67.31,17,0.912,10800,High,Cloud,4
TASK_1891,5791,1,1,4055.52,35.66,52.97,13,0.997,14978,Medium,Cloud,2
TASK_1892,3317,1,0,986.21,65.28,16.92,2,0.584,17697,Low,Edge,4
TASK_1893,9924,5,4,1067.69,37.97,84.36,14,0.572,17767,Medium,Cloud,1
TASK_1894,4374,5,1,3380.47,43.27,78.89,4,0.752,6884,Medium,Cloud,1
TASK_1895,4711,1,2,2025.01,32.28,54.32,2,0.819,19196,High,Edge,3
TASK_1896,1161,3,2,4657.72,39.16,32.17,6,0.586,19708,Low,Edge,5
TASK_1897,3874,5,4,445.05,44.91,24.12,5,0.93,14383,Medium,Cloud,4
TASK_1898,9708,3,1,2557.63,71.24,42.25,0,0.766,6248,High,Cloud,5
TASK_1899,707,1,0,4592.61,53.48,34.16,18,0.705,4429,Medium,Edge,5
TASK_1900,3165,5,0,4520.57,90.2,53.0,6,0.801,17611,High,Hybrid,5
TASK_1901,2993,2,0,782.65,13.56,87.48,3,0.817,11256,High,Edge,5
TASK_1902,7313,1,2,1833.19,52.76,58.12,11,0.521,9203,High,Edge,5
TASK_1903,1132,4,1,3095.61,59.66,81.74,19,1.0,8765,Medium,Cloud,1
TASK_1904,3583,3,1,796.97,88.22,63.82,17,0.682,2522,Medium,Cloud,2
TASK_1905,4219,1,2,4840.11,14.18,50.64,8,0.531,1691,High,Edge,4
TASK_1906,7623,1,0,4573.75,58.75,79.1,18,0.926,2739,Medium,Hybrid,4
TASK_1907,2179,5,0,834.75,82.56,50.35,3,0.997,2525,Low,Edge,1
TASK_1908,736,5,4,605.78,30.56,80.15,0,0.908,17453,Low,Hybrid,1
TASK_1909,7946,5,3,427.04,84.48,36.87,8,0.926,7251,Medium,Hybrid,5
TASK_1910,4943,4,1,4547.22,11.62,24.66,14,0.813,11440,High,Cloud,2
TASK_1911,7270,5,1,968.12,72.26,79.15,7,0.961,14860,Low,Cloud,4
TASK_1912,6599,1,1,2081.42,89.31,59.06,14,0.518,8649,Low,Cloud,3
TASK_1913,9055,5,3,2244.26,65.86,81.68,14,0.883,2287,High,Cloud,1
TASK_1914,2868,2,4,2995.06,47.32,85.34,17,0.835,14193,High,Cloud,3
TASK_1915,785,5,3,358.68,13.81,19.02,6,0.525,9767,Low,Hybrid,4
TASK_1916,648,4,0,1133.79,88.21,52.57,17,0.772,16913,Medium,Cloud,1
TASK_1917,4537,2,0,4657.45,49.98,43.12,15,0.758,16629,Medium,Cloud,4
TASK_1918,7049,1,1,4542.05,12.46,61.94,1,0.846,5954,Medium,Cloud,1
TASK_1919,7621,1,2,3906.45,68.63,74.52,3,0.539,1744,High,Hybrid,4
TASK_1920,5395,3,1,97.01,50.96,36.04,19,0.903,11719,Low,Edge,3
TASK_1921,5780,2,2,1635.03,20.57,56.76,15,0.57,13402,Low,Hybrid,2
TASK_1922,1512,3,3,3139.79,28.21,68.15,2,0.709,5576,Low,Hybrid,1
TASK_1923,3285,2,0,1375.95,15.48,25.08,1,0.941,10216,Low,Edge,3
TASK_1924,4225,2,2,4547.93,58.81,76.06,2,0.78,17363,Low,Cloud,4
TASK_1925,5076,4,3,3169.45,62.87,60.46,4,0.69,18325,Low,Cloud,3
TASK_1926,6282,3,0,359.53,52.99,86.22,1,0.524,6050,High,Cloud,1
TASK_1927,6757,4,2,4545.03,79.45,40.46,18,0.836,14948,Low,Edge,3
TASK_1928,2908,2,1,4788.83,83.19,23.11,19,0.993,18151,High,Cloud,4
TASK_1929,840,1,1,388.56,62.33,52.99,1,0.956,3438,Medium,Cloud,5
TASK_1930,3317,2,1,2661.8,11.08,21.44,1,0.859,11382,Medium,Edge,2
TASK_1931,2996,4,3,1516.82,69.09,87.71,19,0.553,15663,Low,Edge,2
TASK_1932,6462,3,1,1964.2,45.53,17.9,17,0.62,15069,Low,Edge,5
TASK_1933,5799,3,4,898.26,58.07,71.51,19,0.593,9819,Medium,Cloud,1
TASK_1934,8074,4,0,2890.36,65.17,54.38,13,0.678,17760,Medium,Hybrid,3
TASK_1935,2189,3,3,4789.9,39.77,42.65,14,0.618,13078,High,Edge,3
TASK_1936,3767,5,1,2515.36,87.95,19.94,11,0.622,17473,High,Cloud,5
TASK_1937,4906,1,0,414.57,21.39,61.66,10,0.808,12047,Medium,Edge,5
TASK_1938,8953,1,2,3100.01,67.08,58.89,10,0.659,10257,Medium,Hybrid,4
TASK_1939,1942,1,1,1701.11,10.37,36.07,6,0.839,14805,High,Cloud,4
TASK_1940,9097,3,0,4279.63,88.6,83.27,11,0.974,17212,Medium,Cloud,2
TASK_1941,4937,3,4,2173.39,19.56,37.81,15,0.819,11296,High,Edge,1
TASK_1942,5935,2,2,964.2,18.07,48.73,4,0.876,15570,High,Cloud,1
TASK_1943,8935,2,4,955.53,38.31,55.78,1,0.876,3655,Low,Hybrid,5
TASK_1944,4607,1,0,3843.82,41.75,22.52,15,0.665,15727,Medium,Cloud,2
TASK_1945,1060,5,4,1327.94,28.22,84.91,14,0.507,18899,Medium,Edge,2
TASK_1946,9285,2,0,3836.17,59.74,43.09,10,0.528,4017,High,Edge,4
TASK_1947,6048,2,0,1029.44,47.65,21.06,5,0.641,15142,Medium,Edge,3
TASK_1948,2326,3,4,1608.43,12.9,44.05,12,0.845,8343,High,Cloud,1
TASK_1949,8129,5,0,2327.43,37.17,60.02,18,0.953,13339,Low,Cloud,2
TASK_1950,8825,1,1,4715.98,78.89,53.52,9,0.979,2573,Low,Cloud,4
TASK_1951,3638,2,0,4658.66,68.62,67.09,18,0.513,6597,Low,Cloud,4
TASK_1952,8193,5,3,1034.36,71.61,19.16,4,0.995,4926,Medium,Cloud,4
TASK_1953,8764,5,0,1791.1,69.34,36.34,6,0.661,11244,Medium,Hybrid,3
TASK_1954,8342,1,3,747.0,36.43,76.44,10,0.921,4796,Medium,Cloud,2
TASK_1955,7221,5,0,2549.93,18.47,20.99,13,0.59,9823,Medium,Edge,5
TASK_1956,7502,5,0,2302.91,33.16,79.16,15,0.531,11053,Low,Cloud,5
TASK_1957,4725,5,4,4503.8,80.7,21.89,17,0.689,18616,Low,Edge,4
TASK_1958,3478,2,1,4650.03,93.34,77.58,3,0.929,19648,High,Hybrid,4
TASK_1959,7873,1,1,1917.84,51.98,42.06,0,0.61,19431,Medium,Cloud,3
TASK_1960,6407,5,2,2458.69,10.82,60.92,14,0.577,1535,Medium,Hybrid,4
TASK_1961,6597,5,4,4481.18,21.9,26.47,13,0.955,16701,High,Edge,2
TASK_1962,6156,2,4,4033.54,37.38,19.96,18,0.969,8884,High,Hybrid,4
TASK_1963,9484,1,1,18.28,59.18,31.2,4,0.506,12725,Low,Edge,4
TASK_1964,4759,3,4,1600.3,16.38,24.59,3,0.864,7881,Medium,Cloud,2
TASK_1965,8786,2,1,2108.87,90.19,38.43,12,0.655,14017,High,Cloud,1
TASK_1966,6401,1,4,1148.58,41.03,53.58,17,0.687,10467,High,Cloud,5
TASK_1967,9825,5,0,997.86,87.57,59.16,11,0.735,4073,High,Edge,4
TASK_1968,5417,1,1,188.92,76.34,74.24,14,0.713,16963,Low,Hybrid,2
TASK_1969,8929,1,1,3216.85,74.21,64.22,8,0.757,2025,Low,Edge,5
TASK_1970,3030,1,3,1312.55,61.57,60.66,3,0.791,3051,Medium,Cloud,3
TASK_1971,2460,3,4,261.74,63.28,45.88,4,0.733,4621,High,Hybrid,1
TASK_1972,7545,1,4,1154.9,64.23,50.54,8,0.851,15405,Medium,Edge,4
TASK_1973,1548,3,1,4009.57,63.44,46.09,12,0.859,5403,Low,Cloud,1
TASK_1974,6272,5,0,4257.45,57.07,78.16,9,0.72,4323,High,Cloud,4
TASK_1975,3029,3,0,2415.33,93.85,32.25,15,0.571,6017,Low,Cloud,4
TASK_1976,3464,5,0,2080.35,72.24,15.43,12,0.82,7435,Low,Hybrid,4
TASK_1977,7637,5,4,4889.27,76.04,63.85,3,0.886,16492,Low,Hybrid,1
TASK_1978,1463,3,3,1002.82,84.16,30.18,12,0.819,14170,Medium,Cloud,3
TASK_1979,1036,2,1,1076.8,28.33,81.76,7,0.794,6816,Medium,Cloud,2
TASK_1980,7840,4,2,1459.34,17.12,79.43,12,0.615,5604,Medium,Edge,2
TASK_1981,7679,1,3,863.79,51.05,20.75,14,0.823,4424,Low,Hybrid,3
TASK_1982,8467,4,2,1896.83,53.7,22.98,19,0.667,15628,Low,Edge,3
TASK_1983,9234,1,3,4554.17,80.48,52.14,19,0.96,12861,Low,Edge,4
TASK_1984,1345,1,0,3076.74,47.72,60.69,12,0.827,13501,Medium,Cloud,4
TASK_1985,6277,5,4,2059.73,58.52,35.62,4,0.639,3812,Low,Edge,2
TASK_1986,3536,1,2,4672.05,54.8,68.76,5,0.736,1044,Medium,Cloud,4
TASK_1987,6447,1,3,242.32,13.25,59.62,4,0.923,18017,Low,Hybrid,4
TASK_1988,2994,3,4,1051.38,62.29,39.36,12,0.668,10402,Low,Cloud,3
TASK_1989,3219,4,2,2829.44,80.38,16.9,4,0.763,9785,Low,Hybrid,1
TASK_1990,2384,3,1,3077.76,23.39,71.26,12,0.84,15581,Low,Cloud,5
TASK_1991,4849,1,3,197.79,60.52,31.11,19,0.877,2926,Medium,Hybrid,5
TASK_1992,5679,5,1,2015.19,60.46,77.59,7,0.587,1856,Medium,Cloud,4
TASK_1993,7110,3,0,3245.77,23.96,46.52,8,0.783,6988,High,Cloud,4
TASK_1994,6930,3,1,3490.35,20.49,58.28,18,0.956,9743,Low,Edge,5
TASK_1995,7654,2,1,3190.7,93.3,80.47,19,0.984,5138,Low,Cloud,3
TASK_1996,6988,1,3,1602.82,43.47,79.77,14,0.828,12080,Medium,Hybrid,5
TASK_1997,5237,5,0,467.6,29.33,42.86,9,0.992,17082,High,Edge,5
TASK_1998,7025,3,1,2135.56,24.56,30.67,10,0.785,15870,Medium,Edge,5
TASK_1999,4350,3,4,643.77,66.75,73.14,4,0.721,1606,Medium,Hybrid,4
TASK_2000,1189,5,2,4738.12,61.8,47.48,8,0.776,9863,Medium,Hybrid,4
